title,text,label
بنك مركزي يثبت سعر الفائدة الرئيسي في اجتماعه الدوري,جاء القرار بعد تقييم مؤشرات الأسعار والتضخم وتوقعات النمو واعتبار أن السياسة النقدية الحالية ما زالت ملائمة للمرحلة.,1
وكالة الفضاء الأوروبية تعلن إطلاق قمر صناعي لرصد التغير المناخي,سيغطي القمر مناطق جغرافية محددة ويرسل بيانات إلى مراكز علمية للمعايرة مع أدوات أرضية أخرى وفق بيان صحفي رسمي.,1
نقابة تعلن عن إضراب تحذيري ليوم واحد في قطاع النقل الحضري,أوضح المسؤولون أن الإضراب يطالب بتحسين شروط العمل وإقرار حوار موسع مع الوزارة والجماعات المالكة للشركات.,1
معرض الكتاب يختتم فعالياته بزيارات مرتفعة مقارنة بالدورة الماضية,أفاد المنظمون بأن الأرقام الأولية تشير إلى نمو عدد الزوار مع استقرار المبيعات رغم ضغط التذاكر في عطلة نهاية الأسبوع.,1
تقرير: استهلاك الكهرباء يتراجع خلال ساعات الذروة بفضل برنامج ترشيد,أورد المشغل الوطني أن التوعية والترقية للأجهزة الأقل استهلاكا ساهمت في نتائج قابلة للقياس على شبكات معينة.,1
مديرة مستشفى إقليمي تشرح خطة توسعة لقسم الطوارئ,أكدت أن الأشغال تتم وفق دفتر تحملات صارم مع تحسين مسارات الإسعاف ومناطق انتظار العائلات.,1
اتحاد كرة القدم يحدد موعد لقاء الكأس ويخرج قرارا بشأن طعن نادٍ,أفاد البيان أن اللجنة القانونية درست الملف وفق لوائح المعمول بها وستنشر تفاصيل القرار للجمهور الرياضي.,1
الطيران المدني: رحلات منتظمة مع تأخيرات بسيطة بسبب صيانة مدرج,دعت الشركة المسؤولة المسافرين إلى التحقق من جداولهم عبر القنوات الرسمية وعدم الاعتماد على معلومات غير مؤكدة.,1
بحث أكاديمي يقترح بروتوكولا لاختبار نماذج لغوية صغيرة على نصوص عربية,يركز البحث على قياس الانحياز والامتثال للنبرة الإخبارية دون ادعاء تعميم على كل المحتوى الرقمي.,1
الأمن الوطني يوقف شخصا متهما بالنصب عبر منصة تشتري عبر الإنترنت,أوضح مصدر رسمي أن التحقيق ما زال مستمرا ودعا الضحايا إلى التقدم بشكاوى معززة بالوثائق.,1
وزارة السياحة تطلق حملة للوجهات البيئية المنخفضة الأثر,تضمنت الحملة شراكات مع فعاليات محلية وإرشادات للزوار حول احترام المواقع الطبيعية والسلامة.,1
المياه: نسبة ملء حقين رئيسيين تنخفض ببطء وتدعوات للتقتير,أفادت الحوضية أن الوضع مراقَك لكن ليس حرجا في كل الأقاليم وطلبت من الجهات نشر تقارير شهرية شفافة.,1
مجلس جهوي يصادق على ميزانية استثمارية لطرق ترابية,أبرز المجلس أن المشاريع مرتبة حسب الأولوية وأن التمويل يجمع بين اعتمادات محلية وشراكة مع الدولة.,1
علماء أحياء ينشرون دراسة حول تكيف نبات محلي مع الجفاف,أكدت الدورية أن الدراسة خضعت لمراجعة الأقران وقدّمت فرضيات محفوظة تحتاج لتجارب إضافية.,1
شرطة السير: حملة مراقبة للسرعة عند مداخل المدينة لثلاثة أيام,دعت المصالح المواطنين إلى احترام الإشارات والمسافات الآمنة مع تذكير بغرامات الإثبات الآلي.,1
الهيئة العامة للربط الكهربائي تشرح انقطاعا مؤقتا لمنطقة صناعية,أكد البيان أن الانقطاع مرتبط بعمل صيانة مجدول وسيعاد التيار تدريجيا حسب الخطة المعتمدة.,1
التعليم الأساسي: توزيع كتب جديدة وفق القائمة الرسمية للموسم,أوضحت الأكاديمية أن التأخيرات المحلية ستعالج عبر مسارات لوجستية إضافية في الأسبوعين المقبلين.,1
فنان تشكيلي يفتتح معرضا فرديا حول الذاكرة والهجرة,أكد الفنان أن الأعمال تعتمد مواد محلية وعناوين استلهامية دون ادعاء تمثيل كل التجارب الإنسانية.,1
الوكالة الحضرية تصادق على مشروع تهيئة ساحة عامة مع مساحات للمشاة,أفاد تقرير أن المشروع يراعي تيسير حركة ذوي الإعاقة وإنارة موفرة للطاقة ونقاط إسعاف أولي.,1
وزارة الشباب تعلن عن منح محدودة لمشاريع جمعيات غير ربحية,شروط الترشح واضحة عبر بوابة إلكترونية ولا يُقبل أي طلب بعد انتهاء الأجل الرسمي.,1
البيئة: حملة نظافة شاطئية بمشاركة متطوعين من مدارس محلية,أشارت الجمعية المنظمة إلى أن المعدات والأكياب مؤمنة من شركاء محليين والتغطية الإخبارية كانت وفق تصاريح.,1
قطاع الصيد البحري: دورية ترصد احترام الحجم الأدنى للأصناف الحساسة,أكدت البحرية الملكية أن العقوبات تراعي مخالفة التكرار وفق النصوص المنظمة لجهاز الضبط.,1
جمارك مطار دولي تضبط شحنة غير مصرح بها من البضائع الحساسة,أفاد مصدر أن التحقيق يحدد المسؤوليات القانونية وقنوات الإبلاغ أصبحت أسرع بعد تحديث الأنظمة.,1
المكتب الوطني للسكك الحديدية يوضح تأخر قطارات بسبب عطل تقني,اعتذر المكتب للمسافرين وأعلن تعويضات جزئية لحاملي تذاكر محددة وفق الشروط المعلنة بشفافية.,1
تقرير دولي: أسعار المواد الغذائية الأساسية تستقر في أسواق التصدير,يؤكد التقرير أن التقلبات المحلية مرتبطة بالشحن والعملات أكثر منها بقلة الإنتاج العالمي.,1
بلدية تشدد على مكافحة رمي النفايات العشوائي بضواحي المدينة,ذكر مسؤول أن الدوريات البلدية رصدت مخالفات وستُحال بعضها للعدالة وفق القانون الجاري به العمل.,1
شركة دوائية تعلن تجربة سريرية مرحلية لدواء مضاد للالتهاب,أكدت الشركة أن النتائج المبكرة ليست نهائية وأن التجارب تخضع لرقابة أخلاقية ولجان مختصة.,1
فيدرالية رياضية تشكر المتطوعين على تنظيم بطولة للناجين من الإعاقة,أفاد التقرير أن الحدث سار في أجواء رياضية إيجابية مع مراعاة توازن الفئات العمرية.,1
أساتذة جامعيون يناقشون إصلاح التقييم المستمر في ساعة نقاش مفتوحة,شدد المتحدثون على تجنب الحلول العشوائية والاعتماد على تجارب مقارنة مراقبة وفق معايير واضحة.,1
أطباء في دراسة سرية يكشفون: هذا العشب يقضي على السكري في ثمانٍ وأربعين ساعة فقط,ينشر المقال ادعاءات بلا أرقام إحصائية ويحذف أسماء المستشفيات ويطلب النقر على روابط مشبوهة لشراء منتج غير مرخص.,0
موقع غير رسمي يزعم اكتشاف مدينة تحت الأهرامات ويتحدث عن إخفاء عالمي,النص يمزج بين خرائط مفبركة وعبارات مبالغة ولا يستند إلى أي مؤسسة علمية معروفة أو روابط يمكن التحقق منها.,0
نجم عالمي توفي فجأة والعائلة تكتم السبب — والحقيقة صادمة,يعتمد المنشور على صورة قديمة ولا يذكر مصدرا رسميا ويطلب مشاركات سريعة قبل حذف المنشور وهي أساليب كلاسيكية للنشر المضلل.,0
شاهد بالفيديو: فيروس جديد أشد فتكا من كل الأوبئة وسيغلق الحدود خلال ساعات,لا يوجد بيان وزارة صحة ولا رقم اتصال ويُستخدم عنوان مذعِ لجلب نقرات وإعلانات دون تحقق.,0
مهندسون ساروا على المريخ سرا لمدة عشر سنوات والوكالة ترفض التعليق,المقال يذكر وثائق وهمية وكيانات غير موجودة ويستخدم لغة التآمر دون أي مرجع موثوق أو تاريخ محدد.,0
قضاة دوليون يعتزمون إلغاء العملات الورقية خلال أيام والبدء بشريحة خفية,النص يخلط بين مشاريع دفع رقمي حقيقية وادعاء إجبار شعبي غير مثبت ويحذف التفاصيل عند طلب المصدر.,0
جزيرة اختفت من خرائط غوغل بعد اكتشاف كنز أسطوري تخفيه الحكومات,يعتمد على لقطات شاشة قابلة للتعديل وطلب مشاركة عاجلة لإيصال الخبر إلى المليون متابع.,0
طبيب واحد يهزم الصيدليات الكبرى بتركيبة منزلية تباع الآن بنصف الثمن فقط,يخالف الإرشادات الطبية ويعرض منتجات غير مراقبة ويستخدم شهادات زائفة من أشخاص بلا صور رسمية.,0
باحثون يثبتون أن القهوة السوداء تشفي كل أمراض القلب دون تمارين,لا يذكر مجلة علمية ولا حجم عينة ويحوّل نتائج مبدئية ضيقة إلى وعد علاج كامل وهو مضلل.,0
رقم سري على العملة يثبت أن كل الأوراق مزورة والبنوك تخفي ذلك,يستند إلى تفسيرات بصرية خاطئة ويطلب نسخ الصورة لمجموعات مغلقة لتجنب الرقابة.,0
معجزة في مكة: حجر يتكلم ويذكر اسم كل من يمر أمامه والمسؤولون يمنعون التصوير,القصة تحتاج شهادة موثقة وتحقق ميداني ولا تظهر سوى تعليقات مكررة وروابط لقنوات غير معروفة.,0
الخبير الاقتصادي الذي صمت عنه الإعلام يتوقع انهيارا كاملا غدا صباحا,لا يُذكر اسم الخبير ولا مؤسسته ويُستخدم زمن محدد جدا لإثارة الذعر ثم يُنسب التأخير لضغوط غامضة.,0
كوكب عملاق بلون بني يظهر فوق البحر مرتين في اليوم والعلم يفسرها ببرود,يخلط بين ظواهر بصرية طبيعية وخرافات ويقدم صورا معدلة دون بيانات مكان وزمان دقيقة.,0
شركة تقنية غامضة تبيع هاتفا يشحن طاقة المجال الكوني من الهواء,الادعاء يخالف قوانين الفيزياء الأساسية والعرض يطلب دفعا مسبقا عبر محفظة غير معروفة.,0
سياسي بارز اعترف سرا ببيع مياه البلاد لدولة مجهولة والتسجيل سريع الحذف,يشير إلى تسجيل غير متاح ويستدعي خطاب كراهية ضد جهات بلا تحقيق قضائي مفتوح.,0
ماء ممغنط يزيل السموم من الدم خلال ليلة واحدة واختفاء المختبر الأصلي,عبارات زعم صحي غير مثبت تروج لمنتج عبر رسائل واتساب مع صور قبل وبعد مفتعلة.,0
منجم ذهب في مزرعة عادية يغير حياة عائلة فقيرة بين عشية وضحاها,قصة عاطفية بدون تدقيق جغرافي وتستعمل إعلانات تمويل عشوائي في نهاية الصفحة.,0
خوارزمية ذكاء اصطناعي قرأت كل الكتب وأصدرت حكما نهائيا ببطلان كل الديانات,ادعاء تضليلي يثير انقساما ولا يذكر نموذجا محددا أو منهجية تقييم شفافة.,0
سرّ مكياج قديم يجعل البشرة أنعم من البوتوكس والأطباء في حالة غضب,يستخدم شهادات مزيفة ولغة تحريض ضد الأطباء ويروج لمنتجات غير مسجلة.,0
ثقب أسود صغير مر بمدينة أوروبية ولم تتأثر الكاميرات وشهود يقسمون بالحقيقة,لا توجد تقارير رسمية ولا صور متعددة المصادر ويُطلب توسيع القصة عبر الانضمام لمجموعة خاصة.,0
منشور يزعم أن اللقاحات كتبت لتقليل عدد السكان وبيان سري تم تسريبه,يدور في دوامة أرقام مفبركة ومقاطع خارج سياقها ويرفض الروابط لوكالات صحية معتمدة.,0
عالم فيزياء تحدى الوقت وعاد شابا لكن المختبر احترق فور التصوير,سرد خيالي بصياغة إخبارية مضللة لاستغلال مفردات العلم بلا مرجع أكاديمي حقيقي.,0
شركة تحذر المستخدمين ثم تحذف المنشور: هناك زر يسرق حسابك في ثانيتين,يستغل الخوف لجمع مشاركات ويغفل شرح الخطوات الأمنية الرسمية من المنصة نفسها.,0
صياد عثر على حفر ضخمة تحت البحر وسمع أصواتا تتحدث العربية الفصحى,رواية خيالية تُعرض كحقيقة مع تعليقات تطلب تمويلا بالتبرع لمواصلة التحقيق.,0
طبق طائر ظهر فوق مدينة والجيش نشر أسلحة سرية ثم أنكر الحدث بالكامل,يستهلك مقاطع قديمة من ألعاب فيديو أو أفلام على أنها لقطات حية دون تحقق عكسي.,0
زيت نادر يباع في السوق السوداء يعيد الشعر للصلع في أسبوعين مضمون,وعود علاج مطلقة بدون تجارب سريرية ويُطلب الدفع عبر تحويل غير قابل للاسترجاع.,0
فريق صحفي يزعم امتلاك قائمة بأسماء كل المتآمرين ويطلب اشتراكا شهريا للاطلاع,نموذج إيرادات مشبوه يلحق بالمحتوى المضلل ولا يقدم وثيقة واحدة قابلة للمصادقة.,0
توقعات نبوءة قديمة تتحقق اليوم والأقمار تتوافق بزاوية خطيرة مع الأرض,يخلط علم الفلك الرسمي بخرافات ويضع تواريخ مطلقة لتغذية القلق العام.,0
رياضي عالمي ينسح سريعا للإصابة لكن الفيديو يكشف تمثيلا مدبرا بحسب مدونين,النص يتهم دون لجنة تأديب ويستخدم مصطلحات حاسمة للحكم على أشخاص من دون أدلة مباشرة.,0
شركة مياه تكتم تسجيلا يثبت خطورة منتج يباع في كل المحلات والناشطون في خطر,يدّعي خطرا صحيا واسعا ويطلب التنقل بسرعة قبل التدخل الأمني وهو أسلوب نفع يغذي الشائعات.,0
خريطة سرية تظهر أن نصف الدولة للبيع لشركات أجنبية وهي تختفي من الإنترنت,إثارة انعدام الثقة بعبارات مطلقة ومخططات غير مصدوقة وروابط معطلة مقصودة.,0
حبة دواء رخيصة أزاحت أغلى الأدوية لكن الشركات الكبرى تحارب الخبر ليل نهار,ينسب نتائج علاجية لمنتج عام دون تجارب مراقبة أو ترقيم بيانات المرضى.,0
عنوان مزيف: الأمم المتحدة ألغت الاعتراف بدولة كاملة بعد قرار طارئ ليلا,لا يوجد قرار رقم ولا رابط للأرشيف الرسمي ويقترح نسخ الخبر قبل الحذف الوهمي.,0
تطبيق جديد يقرأ أفكارك عبر الكاميرا ويتم تثبيته بلا علمك بحسب كود غامض,ادعاء تقني مبالغ فيه يستهدف الأجهزة القديمة ويطلب أذونات خطيرة خارج المتاجر الرسمية.,0
رجل أعمال شارك مقطعا يثبت أن كل الأسعار ستصبح صفرا بعد إعلان مفاجئ الليلة,يستخدم لقطات اقتصادية قديمة ويعلقها على وعد غير واقعي لزيادة المشاركة.,0
صورة منقولة عن طائر نادر معدل وراثيا يبيض ذهبا والعلماء يفسرون بلغة مبهمة,تضليل بصري يجمع بين حقائق علمية عامة وادعاءات خيالية دون مصدر واحد موثوق.,0
مجموعة سرية تتحكم في الطقس والدليل فيلم قصير يختفي كل خمس عشرة دقيقة,يدعو للخروج عن مصادر التوقعات الرسمية ويعوّضها بقنوات تيليجرام غير معروفة.,0
عاجل: شرب هذه المادة على الريق يذيب دهون البطن خلال ثلاثة أيام مضمون,جربها آلاف الأشخاص ونتائج صادمة دون رياضة. اضغط على الرابط قبل إزالة الفيديو نهائيا.,0
اكتشاف خطير: نوع من الملح يوقف السكري فورا والصيدليات ترفض بيعه,الوصفة بسيطة وتوجد في كل مطبخ لكن الأطباء لا يتحدثون عنها. انشر المقال لإنقاذ من تحب.,0
وفاة مفاجئة لنجم عالمي شهير والعائلة تطلب الصمت الإعلامي لساعات,تفاصيل صادمة في اللحظات الأخيرة وصور نادرة تم تسريبها. المصدر: صفحة غير رسمية.,0
شركة تقنية كبرى تعلن إغلاق حسابك خلال ساعات إن لم تنقر هنا فورا,رسالة تتكرر على نطاق واسع وتطلب بيانات دخول كاملة لإلغاء الإجراء الوهمي.,0
زلزال مدمر سيضرب عدة مدن الليلة وفق خريطة تاريخية يكتشفها خبير منزلي,لا تتجاهل التحذير شارك مع الجميع الآن قبل أن تُحذف الخريطة من الإنترنت للأبد.,0
مشروع قانون سري يفرض رقاقة تحت الجلد على كل المواطنين ابتداء من الشهر المقبل,وثيقة مزعومة دون رقم مرجعي ولا قناة برلمانية تؤكد النص لكن المنشور يطلب الغضب الجماعي.,0
خلطة أعشاب تباع رخيصة تنهي الكوليسترول خلال أسبوع والجميع يشتريها سرا,فيديو يظهر نتائج خارقة ويعد بتخفيض سريع دون متابعة طبية رغم خطورة الادعاء.,0
باحث يكشف أن القمر صناعي واختفاء ساعات أثناء كسوف مثبت بالفيديو,المقطع قصير جدا ويُعاد تفسيره بعنوان مثير دون مراجعة علمية رسمية أو تواريخ دقيقة.,0
عرض مذهل: هاتف بمواصفات خيالية بسعر رمزي عبر موقع دفع مسبق فقط,الإعلان يفتقر لعنوان شركة واضح ويستخدم صورا مسروقة من ماركات معروفة.,0
أطباء يحذرون من ماء الصنبور لكنهم يخفون بديلا واحدا يقي من كل الأمراض,عبارات مطلقة وخوف مبالغ فيه تهدف إلى بيع فلاتر غير معتمدة عبر رابط مباشر.,0
مسؤول كبير يعلن استقالته ثم ينفي التصريح خلال دقائق والشاشات تحذف الأخبار,رواية متناقضة تُنشَر لتوجيه الشارع دون فيديو رسمي أو مؤتمر صحفي موثق.,0
حملة تطعيم عالمية ألغيت مؤقتا بعد ظهور أعراض غير مسبوقة بحسب ناشطين,لا يُذكر تقرير وزارة صحة محدد وتُزار مقاطع قديمة مفصول عن سياقها الطبي.,0
اربح آلاف العملات الرقمية خلال ساعة عبر منصة تطلب نسخ محفظتك فقط,وعود ثروة سريعة وطلب عبارة سرية أو مفتاح خاص وهو أسلوب احتيال شائع.,0
صورة حوت يبتلع غواصا بالكامل وتعود الكاميرا للعمل بعد أيام كما يزعم المنشور,المشهد غير مؤكد المصدر ويُعرض كحدث حقيقي رغم احتمال كونه من إنتاج افتراضي.,0
قصة فتاة عثرت على كنز في حديقة منزلها وتسلّمت ملايين دون قضية قضائية,تُروى بطريقة درامية مع طلب متابعة صفحة لمعرفة التفاصيل التجارية المزعومة.,0
النيابة العامة تفتح بحثا أوليا إثر شكاية تتعلق بتبديد أموال عمومية مفترض,أكدت النيابة أن الإجراء يتم وفق المسطرة المعمول بها وأن الفرضية لا تعني إدانة مسبقة بانتظار نتائج التحقيق.,1
اتحاد الشغل يوقع اتفاقا مبدئيا مع قطاع خاص حول الزيادة التدريجية في الأجور,تنص الوثيقة على جلسات متابعة شهرية وتفعيل آلية تظلم تتعلق بتطبيق الاتفاق على فروع محددة.,1
وزارة الانتقال الطاقي تعلن عن مناقصة لإنجاز محطة طاقة متجددة بقدرة محدودة,حددت الوزارة شروط الأهلية وجدولة تقديم العروض ونشر تفاصيل التمويل عبر البوابة الرسمية.,1
معهد الإحصاء ينشر دليلا تحسينيا للمصنفين حول جمع بيانات النفاذ إلى الخدمات,يهدف الدليل إلى توحيد المفاهيم وتقليل أخطاء التصنيف مع ورش تكوين للمدربين الجهويين.,1
مديرية الأرصاد تحذر من موجات غبار خفيفة على جنوب البلاد دون انقطاع للرحلات,أوضحت المديرية أن التحذير يرتبط بحدث جوي عابر ودعت السائقين إلى تخفيف السرعة في أقسام من الطريق السيار.,1
وزارة العدل تعتمد منصة لتتبع مسار ملفات التنفيذ المدني وفق هوية رقمية,أعلنت الوزارة أن الخدمة تقتصر حاليا على محاكم مختارة مع توسع تدريجي بعد تقييم الحمل.,1
بلاغ: فتح التسجيل في برنامج تكوين للشباب حول المقاولات الصغرى بالأقاليم الجنوبية,حددت الوزارة شروط السن والوثائق المطلوبة مع التنبيه إلى أن المقاعد محدودة وترتبط بميزانية سنة مالية واحدة.,1
فريق وطني للرياضات الإلكترونية يشارك في تصفيات إقليمية بجدول مباريات معلن,أفاد الاتحاد أن التنقلات مؤمنة ضمن بروتوكول صحي ولجنة طبية ترافق البعثة وفق لوائح المنظم.,1
